OBJECTID,Latitude,Longitude,Initial Source SIT209 Record Date,Incident Name,Incident Number,100% Contained?,IMT Type Assigned (Highest-level),Geographic Area,New to IMSR,IMSR Post Date (ISO Format),IRWIN ID,IRWIN Fire Discovery Date Time,Most Recent Date Posted Flag,Occurrence,Incident Size (Acres),NWCG UniqueFireIdentifier,x,y
77741,,,,,,,,,,20240908,,,,ONLY,0,
77744,,-103.36,9/3/2024 6:00:00 AM,First Thunder,SD-SDS-241061, ,,RMC,,20240908,42ca361a-c013-4130-8a8d-c8f28417b27d,9/3/2024 12:15:10 AM,,LAST,157,2024-SDSDS-241061
77745,41.251,-105.579,8/21/2024 6:00:00 AM,Flat Rock,WY-CMX-240440, ,,RMC,,20240908,7d4a51b8-cfca-42ae-ba40-d37e4ec57cb9,8/22/2024 12:13:56 AM,,LAST,52421,2024-WYCMX-240440,-105.578989568854,41.2509934210393
77746,44.024,-106.521,8/21/2024 6:00:00 AM,House Draw,WY-JOX-240427,,,RMC,,20240908,04178d57-d71b-4f6e-a541-d5742a171e20,8/21/2024 4:21:00 PM,,LAST,174547,2024-WYJOX-240427,-106.520988948049,44.0239931542836
77747,44.936,-105.767,9/1/2024 6:00:00 AM,Silver Spoon,WY-CMX-240503,c,,RMC,,20240908,9e77ea94-ec98-4ebd-9021-018dd64b1ec5,9/1/2024 4:14:00 PM,,LAST,1721,2024-WYCMX-240503,-105.766988974443,44.9359929852759
77748,44.354,,,,,,,,,20240908,,,,ONLY,0,
77751,44.13,,,,,,,,,20240908,,,,ONLY,0,
77752,,,,,,,,,,20240908,,,,ONLY,0,
77753,34.423,,,,,,,,,20240908,,,,ONLY,0,
77754,34.245,,,,,,,,,20240908,,,,ONLY,0,
77755,33.235,,,,,,,,,20240908,,,,ONLY,0,
77756,34.267,,,,,,,,,20240908,,,,ONLY,0,
77757,34.145,,,,,,,,,20240908,,,,ONLY,0,
77758,,,,,,,,,,20240908,,,,ONLY,0,
77759,33.98,,,,,,,,,20240908,,,,ONLY,0,
77760,33.717,,,,,,,,,20240908,,,,ONLY,0,
77761,,,,,,,,,,20240908,,,,ONLY,0,
77762,,,,,,,,,,20240908,,,,ONLY,0,
77763,,,,,,,,,,20240908,,,,ONLY,0,
77764,,,,,,,,,,20240908,,,,ONLY,0,
77765,,,,,,,,,,20240908,,,,ONLY,0,
77766,,,,,,,,,,20240908,,,,ONLY,0,
77767,,,,,,,,,,20240908,,,,ONLY,0,
77768,,,,,,,,,,20240908,,,,ONLY,0,
77769,,,,,,,,,,20240908,,,,ONLY,0,
77770,34.121,,,,,,,,,20240908,,,,ONLY,0,
77771,45.523,,,,,,,,,20240908,,,,ONLY,0,
77772,,,,,,,,,,20240908,,,,ONLY,0,
77773,,,,,,,,,,20240908,,,,ONLY,0,
77774,,,,,,,,,,20240908,,,,ONLY,0,
77775,,,,,,,,,,20240908,,,,ONLY,0,
77776,,,,,,,,,,20240908,,,,ONLY,0,
77777,,,,,,,,,,20240908,,,,ONLY,0,
77778,,,,,,,,,,20240908,,,,ONLY,0,
77779,,,,,,,,,,20240908,,,,ONLY,0,
77780,,,,,,,,,,20240908,,,,ONLY,0,
77781,,,,,,,,,,20240908,,,,ONLY,0,
77782,,,,,,,,,,20240908,,,,ONLY,0,
77783,,,,,,,,,,20240908,,,,ONLY,0,
77784,,,,,,,,,,20240908,,,,ONLY,0,
77785,,,,,,,,,,20240908,,,,ONLY,0,
77786,,,,,,,,,,20240908,,,,ONLY,0,
77787,43.784,,,,,,,,,20240908,,,,ONLY,0,
77788,44.486,,,,,,,,,20240908,,,,ONLY,0,
77789,45.076,,,,,,,,,20240908,,,,ONLY,0,
77790,41.16,,,,,,,,,20240908,,,,ONLY,0,
77791,36.588,,,,,,,,,20240908,,,,ONLY,0,
77792,44.988,,,,,,,,,20240908,,,,ONLY,0,
77793,38.887,,,,,,,,,20240908,,,,ONLY,0,
77794,45.097,,,,,,,,,20240908,,,,ONLY,0,
77795,45.445,,,,,,,,,20240908,,,,ONLY,0,
78155,44.486,-117.189,9/2/2024 6:00:00 AM,Mineral,ID-BOD-005732,c,,GBC,,20240909,cfa3a1cb-b366-4ad0-b689-a4f5ab49ef55,9/2/2024 2:41:00 PM,,LAST,15392,2024-IDBOD-005732,-117.18898664959,44.4859940640852
78182,42.738,-118.913,9/3/2024 6:00:00 AM,Solomon,OR-BUD-002583,c,,NWCC,,20240909,b91d7a58-6451-4f22-b7b9-575b0a540f26,9/2/2024 10:27:49 PM,,LAST,2600,2024-ORBUD-002583,-118.912986651302,42.7379943642051
78208,44.536,-105.487,8/21/2024 6:00:00 AM,Constitution,WY-CMX-240438, ,,RMC,,20240909,32c776e9-5f9e-4054-85af-b110506759d2,8/21/2024 11:41:00 PM,,LAST,24630,2024-WYCMX-240438,-105.486989107641,44.5359930078851
78213,34.145,-112.129,8/31/2024 6:00:00 AM,Black Mesa 2,AZ-PHD-001307,c,,SWC,,20240909,f4c7257e-a70b-40dc-8640-0480f5327c3b,8/31/2024 10:01:00 PM,,LAST,2600,2024-AZPHD-001307,-112.128988917099,34.1449947917108
78663,43.98,-121.733,9/7/2024 6:00:00 AM,Backside,OR-DEF-000868,,C,NWCC,y,20240910,fbedc055-a8fb-41d9-942d-e5b8c94f133e,9/7/2024 3:19:00 PM,,ONLY,85,2024-ORDEF-000868,-121.732985968202,43.9799945365215
79520,45.257,-118.969,7/17/2024 12:00:00 AM,Battle Mountain Complex,OR-973S-000250, ,,NWCC,,20240911,b44e08e6-cdce-419f-8da9-8b06778cdec6,7/18/2024 4:59:38 AM,,LAST,183026,2024-OR973S-000250,-118.969,45.2570000000001
79527,44.358,-120.031,7/22/2024 12:00:00 AM,Crazy Creek,OR-OCF-000501, ,,NWCC,,20240911,4c03a7f1-6778-42db-86ec-8ddc206076cb,7/22/2024 6:07:00 PM,,LAST,86968,2024-OROCF-000501,-120.031,44.3580000000001
79533,44.378,-116.112,7/26/2024 12:00:00 AM,Boulder,ID-BOF-000677, ,C,GBC,,20240911,7fb8bf30-1a3a-424c-ae67-cff353187a79,7/25/2024 12:27:00 AM,,LAST,8799,2024-IDBOF-000677,-116.112,44.378
79542,43.784,-115.61,9/2/2024 12:00:00 AM,Sheep,ID-BOF-001073, ,,GBC,,20240911,8c6a5b9f-a458-4987-a64f-d2c8f98bda8a,9/3/2024 2:15:00 AM,,LAST,770,2024-IDBOF-001073,-115.61,43.784
79543,42.566,-115.871,9/8/2024 12:00:00 AM,Table,ID-SWS-001111,c,,GBC,,20240911,ca285652-e54f-4c5a-8c8d-56227dc879b2,9/8/2024 3:36:25 PM,,LAST,14000,2024-IDSWS-001111,-115.871,42.566
79557,47.309,-114.426,9/5/2024 12:00:00 AM,Mile Marker 104,MT-FHA-000117,c,,NRC,,20240911,fd031f20-f0cd-4663-a307-1256ce5c57c9,9/4/2024 11:15:00 PM,,LAST,467,2024-MTFHA-000117,-114.426,47.309
79579,33.98,-94.608,9/5/2024 12:00:00 AM,Chapman Road,OK-OKS-240627,c,,SAC,,20240911,ee113b78-863b-4669-99d5-e86efe64d123,9/5/2024 8:30:00 PM,,LAST,145,2024-OKOKS-240627,-94.6079999999999,33.9800000000001
79586,37.439,-91.344,9/9/2024 12:00:00 AM,Bunker,MO-MTF-000573,c,,EACC,,20240911,2d9631ee-1d5e-42d8-b13b-d2cf81f8be0f,9/9/2024 7:43:00 PM,,LAST,100,2024-MOMTF-000573,-91.3439999999999,37.4390000000001
79593,34.785,-88.889,9/9/2024 12:00:00 AM,Clay-Hugh Gilreath Rd,MS-MSS-013348,c,,SAC,y,20240911,ec9976fe-44f8-40dc-ba20-b4d87767b057,9/9/2024 1:45:00 PM,,ONLY,114,2024-MSMSS-013348,-88.889,34.785
79917,33.387,-117.352,9/7/2024 12:00:00 AM,Roblar,CA-MCP-003203,c,,OSCC,,20240912,,,,LAST,950,2024-CAMCP-003203,-117.352,33.3870000000001
80779,43.573,-119.27,9/3/2024 12:00:00 AM,Sage Hen,OR-BUD-002587, ,,NWCC,,20240914,7f87f056-dcaf-4f3e-9eb5-e604046a439d,9/3/2024 12:20:00 AM,,LAST,6250,2024-ORBUD-002587,-119.27,43.573
80800,36.121,-120.618,9/3/2024 12:00:00 AM,Boone,CA-FKU-019190, ,1,OSCC,,20240914,2c267901-16c4-4a9e-8c6c-91a59cb60fc9,9/3/2024 7:10:46 PM,,LAST,17600,2024-CAFKU-019190,-120.618,36.121
80807,46.844,-113.102,8/24/2024 12:00:00 AM,McElwain,MT-SWS-240711,,,NRC,,20240914,be9b468f-c599-46f5-8e1c-118d78cc023d,8/23/2024 6:42:00 PM,,LAST,116,2024-MTSWS-240711,-113.102,46.8440000000001
80822,34.245,-112.482,9/4/2024 12:00:00 AM,Cellar 2,AZ-PNF-001297, ,,SWC,,20240914,4f19c752-fe48-4037-a3af-5b2f8923f1d2,8/28/2024 7:32:00 PM,,LAST,327,2024-AZPNF-001297,-112.482,34.2450000000001
80823,33.235,-111.127,9/1/2024 12:00:00 AM,Wood,AZ-TNF-001634, ,,SWC,,20240914,30158b75-4a29-4d27-8784-8dccd64aa194,9/1/2024 8:07:00 PM,,LAST,7211,2024-AZTNF-001634,-111.127,33.2350000000001
80831,43.608,-108.112,9/9/2024 12:00:00 AM,West Warm Springs,WY-WYS-000359,,,RMC,,20240914,5175a2d3-4377-47cf-85dc-3b7dbc73da9f,9/9/2024 9:05:00 PM,,LAST,1610,2024-WYWYS-000359,-108.112,43.6080000000001
80837,39.915,-74.193,9/10/2024 12:00:00 AM,Fisher's Pit,NJ-NJS-000539,,,EACC,,20240914,9ccbb1c3-0a5a-459e-a571-973e6366c9f9,9/9/2024 8:44:00 PM,,LAST,189,2024-NJNJS-000539,-74.193,39.9150000000001
80841,48.516,-115.757,9/9/2024 12:00:00 AM,China Mountain,MT-KNF-000300,,,NRC,,20240914,3a9b8d00-95a3-42f8-be38-81a337d33628,9/9/2024 9:05:00 PM,,LAST,213,2024-MTKNF-000300,-115.757,48.5160000000001
80842,41.402,-112.431,9/11/2024 12:00:00 AM,Willow Springs,UT-BRS-200760,c,,GBC,,20240914,81796078-bf5f-4adc-8c05-69b168d7a627,9/11/2024 7:11:00 PM,,LAST,350,2024-UTBRS-200760,-112.431,41.402
80848,41.767,-112.406,9/11/2024 12:00:00 AM,Feed Lot,UT-BRS-200764,,,GBC,y,20240914,f29f9b0e-d07f-48cc-8aec-d186aa12ba96,9/12/2024 1:03:32 AM,,LAST,600,2024-UTBRS-200764,-112.406,41.7670000000001
80850,40.23,-104.165,9/12/2024 12:00:00 AM,Exit 60,CO-WEX-000887,,,RMC,y,20240914,874282b1-7797-4c4b-99ef-bd42673242ed,9/12/2024 1:14:32 AM,,LAST,692,2024-COWEX-000887,-104.165,40.2300000000001
80851,42.876,-106.36,9/12/2024 12:00:00 AM,Salt Creek,WY-NAX-240534,c,,RMC,y,20240914,ef0adbba-16b0-4970-8b4f-725d7b46c4a9,9/11/2024 11:20:26 PM,,LAST,1250,2024-WYNAX-240534,-106.36,42.876
80852,37.421,-91.33,9/11/2024 12:00:00 AM,Section 36,MO-MTF-000574,c,,EACC,y,20240914,b9fbdc40-0068-4669-8608-029699fa830e,9/11/2024 6:54:00 PM,,LAST,225,2024-MOMTF-000574,-91.33,37.421
80853,33.517,-89.527,9/11/2024 12:00:00 AM,Montgomery 1255 Alvastage Rd,MS-MSS-013362,c,,SAC,y,20240914,2eec09c8-bab2-404b-afab-76351e94cdbc,9/11/2024 8:00:00 PM,,LAST,130,2024-MSMSS-013362,-89.527,33.5170000000001
80947,43.65,-122.792,7/20/2024 6:00:00 AM,Lane 1,OR-771S-000028,,C,NWCC,,20240915,28e947bf-29d5-4f8d-8eeb-8f6d51448b31,7/17/2024 10:10:00 PM,,LAST,25951,2024-OR771S-000028,-122.791985864088,43.6499946597073
80948,42.554,-121.756,9/1/2024 6:00:00 AM,Copperfield,OR-981S-240314, ,,NWCC,,20240915,a6e2dd3b-89ae-43ba-aa7a-a8511c52a6c0,9/1/2024 9:53:00 PM,,LAST,3822,2024-OR981S-240314,-121.755986215316,42.5539946359477
81000,34.267,-111.999,8/31/2024 6:00:00 AM,Long Gulch,AZ-PHD-001305, ,,SWC,,20240915,a6c03875-9ffa-4bd4-974a-8d9b73088ecc,8/31/2024 5:21:12 PM,,LAST,1100,2024-AZPHD-001305,-111.998988932834,34.2669947682176
81001,44.942,-106.071,8/22/2024 6:00:00 AM,Remington,WY-SHX-240442, ,,RMC,,20240915,2b136641-8c91-4c70-960d-64e05bc390e4,8/22/2024 2:07:00 PM,,LAST,196368,2024-WYSHX-240442,-106.070988901504,44.9419930106293
81002,33.717,-87.201,9/5/2024 6:00:00 AM,Big Ridge,AL-ALS-240904-13, ,,SAC,,20240915,b6e2af75-7b6d-49aa-a9a8-46855b60a90b,9/4/2024 9:33:00 PM,,LAST,510,2024-ALALS-240904-13,-87.2009949958016,33.7169936796658
81007,33.737,-87.46,9/9/2024 6:00:00 AM,Corona,AL-ALS-20240908-9,,,SAC,,20240915,7afebd1a-5ab6-40d1-abf7-baab19eebca5,9/8/2024 7:43:00 PM,,LAST,480,2024-ALALS-20240908-9,-87.4599949217017,33.7369936856639
81022,33.711,-111.794,9/12/2024 6:00:00 AM,SCD-Gate,AZ-A4S-241752,c,,SWC,y,20240915,0f31f511-ead4-4c88-afd0-08ef0392bfa7,9/12/2024 9:01:39 PM,,ONLY,1008,2024-AZA4S-241752,-111.793989016494,33.7109948323426
81025,42.917,-123.273,9/7/2024 6:00:00 AM,Milepost 98,OR-732S-000362,c,,NWCC,,20240916,,,,LAST,250,2024-OR732S-000362,-123.272985921588,42.9169947517166
81030,44.631,-120.038,9/2/2024 6:00:00 AM,Shoe Fly,OR-951S-000766,c,,NWCC,,20240916,,,,LAST,26817,2024-OR951S-000766,-120.037986122472,44.6309943276831
81037,43.296,-120.737,9/6/2024 6:00:00 AM,Bowman Well,OR-LAD-240325,c,,NWCC,,20240916,,,,LAST,2853,2024-ORLAD-240325,-120.736986251297,43.2959944891313
81038,46.405,-123.283,9/5/2024 6:00:00 AM,Huckleberry Ridge,WA-PCS-001191,c,,NWCC,,20240916,,,,LAST,300,2024-WAPCS-001191,-123.282985234436,46.4049945494037
81521,44.987,-122.174,8/6/2024 6:00:00 AM,Sandstone,OR-MHF-000818, ,,NWCC,,20240917,d7815a35-52e3-4ca7-bba2-8810491db5c3,8/5/2024 9:59:06 PM,,LAST,702,2024-ORMHF-000818,-122.173985705118,44.9869945158321
81591,37.008,-102.384,9/16/2024 6:00:00 AM,Willow Crossing,CO-PSF-001607,c,,RMC,y,20240917,8eaecd46-39ce-4483-8e7d-e3fdeb475e3c,9/15/2024 12:28:24 AM,,ONLY,863,2024-COPSF-001607,-102.383990785288,37.0079938155951
82180,45.076,-116.751,7/24/2024 6:00:00 AM,Limepoint,ID-PAF-005464,c,,GBC,,20240918,,,,LAST,33084,2024-IDPAF-005464,-116.750986618766,45.0759939748313
82991,46.818,-112.534,9/6/2024 6:00:00 AM,Marsh Creek,MT-HLF-000652,,,NRC,,20240919,4ddcc1d0-b1d0-43b3-9da5-0d828761a5be,8/27/2024 11:02:00 PM,,LAST,151,2024-MTHLF-000652,-112.533987103618,46.8179934174141
83008,46.529,-113.481,9/8/2024 6:00:00 AM,McDermott,MT-BDF-246487,,,NRC,,20240919,8a666ed2-7179-4f39-874d-4deaf4c6834c,8/26/2024 4:42:17 PM,,LAST,427,2024-MTBDF-246487,-113.480986967193,46.5289935355227
83018,33.439,-111.441,9/10/2024 6:00:00 AM,Siphon,AZ-TNF-001687,,,SWC,,20240919,5c783026-89b7-4ddc-aa5b-ccc4bbff5992,9/10/2024 7:59:50 PM,,LAST,15527,2024-AZTNF-001687,-111.440989106564,33.4389948512731
83026,43.352,-102.462,9/13/2024 6:00:00 AM,Manderson,SD-PRA-000150,,,RMC,,20240919,4c692afa-846c-41c2-8e23-c2b2305fb143,9/12/2024 11:30:00 PM,,LAST,2075,2024-SDPRA-000150,-102.461990024683,43.3519929104114
83027,41.688,-105.458,9/13/2024 6:00:00 AM,Bear Creek,WY-ALX-240533,,,RMC,,20240919,973f7dde-6920-4b1d-90c5-48222472c26c,9/11/2024 10:52:00 PM,,LAST,1444,2024-WYALX-240533,-105.457989538894,41.6879933554582
83028,48.773,-104.955,9/14/2024 6:00:00 AM,Homestead FPA,MT-LG34-000304,,,NRC,,20240919,051eb68a-983c-482d-807a-d06ae052646a,9/14/2024 8:00:00 PM,,LAST,1000,2024-MTLG34-000304,-104.954988433987,48.7729924981466
83030,39.23,-109.065,9/16/2024 6:00:00 AM,Prairie,UT-CYD-004477,c,,GBC,,20240919,562c9338-8c43-4547-8691-ebff9b9c2436,9/16/2024 8:56:00 PM,,LAST,1920,2024-UTCYD-004477,-109.064989045293,39.2299939344496
83272,43.027,-122.233,7/24/2024 6:00:00 AM,Middle Fork,OR-CLP-240223, ,,NWCC,,20240920,bfd5cd43-8141-4f1e-b5d8-9e97ce1059ad,7/17/2024 9:55:00 PM,,LAST,5286,2024-ORCLP-240223,-122.232986060583,43.0269946474249
83279,48.597,-120.79,7/17/2024 6:00:00 AM,Easy,WA-OWF-000435, ,,NWCC,,20240920,fd556a20-0fcf-44b0-8b91-b98c164f9249,7/18/2024 2:55:00 AM,,LAST,2130,2024-WAOWF-000435,-120.789985117022,48.5969941595873
83280,45.09,-117.421,9/12/2024 6:00:00 AM,Boulder Creek,OR-WWF-000546, ,,NWCC,,20240920,b6c3dba5-b499-49cf-a93e-27132d969c67,8/18/2024 7:51:00 PM,,LAST,115,2024-ORWWF-000546,-117.420986492747,45.0899940386933
83292,45.097,-114.776,8/22/2024 6:00:00 AM,Burnt Creek,ID-PAF-005673, ,,GBC,,20240920,c0615ea8-46ef-4804-900e-909cbbf8c229,8/19/2024 1:40:35 PM,,LAST,2655,2024-IDPAF-005673,-114.775986991415,45.0969937837576
83293,45.097,-115.125,9/5/2024 6:00:00 AM,Copper,ID-PAF-005736,,,GBC,,20240920,7cc1da1a-0b3c-4835-a00a-82c5c7283175,9/2/2024 10:35:14 PM,,LAST,2121,2024-IDPAF-005736,-115.124986923434,45.0969938169811
83296,44.524,-115.078,9/5/2024 6:00:00 AM,Vanity,ID-SCF-240209,,,GBC,,20240920,514b779a-bd28-44ec-86fb-8a629d8a6f00,9/3/2024 1:28:30 PM,,LAST,559,2024-IDSCF-240209,-115.077987039264,44.5239938619889
83297,38.887,-115.444,7/29/2024 6:00:00 AM,Broom Canyon,NV-HTF-040163, ,,GBC,,20240920,c097a1d3-3f1b-4f43-8bed-1f56c882fc51,7/30/2024 3:00:00 AM,,LAST,8232,2024-NVHTF-040163,-115.4439878173,38.8869944372264
83313,45.498,-112.003,9/4/2024 6:00:00 AM,Pedro Mine,MT-BDF-246558,,,NRC,,20240920,da4f79dd-48fc-4763-8b2c-d8d4cac56b68,9/4/2024 6:51:57 PM,,LAST,152,2024-MTBDF-246558,-112.002987477793,45.4979934858095
83314,46.061,-114.479,8/29/2024 6:00:00 AM,Surprise,ID-NCF-000759, ,,NRC,,20240920,2ba5baa1-c34d-46fe-990e-6f0788780387,8/22/2024 3:56:32 PM,,LAST,792,2024-IDNCF-000759,-114.478986861369,46.0609936730753
83315,46.028,-114.993,9/8/2024 6:00:00 AM,South Selway Complex,ID-NCF-000875, ,,NRC,,20240920,b078f9fe-105e-4e02-8f11-2244019cf9e1,9/6/2024 6:27:00 PM,,LAST,1928,2024-IDNCF-000875,-114.992986766482,46.0279937262328
83316,45.455,-114.915,8/6/2024 6:00:00 AM,Elkhorn Ridge,MT-BRF-024325,,,NRC,,20240920,1ce26fcc-36a5-4d56-a3ab-605e6e7d43e4,8/7/2024 12:41:34 AM,,LAST,3140,2024-MTBRF-024325,-114.914986895499,45.4549937664597
83317,45.503,-114.947,8/15/2024 6:00:00 AM,Prospect,MT-BRF-024348, ,,NRC,,20240920,5a6c01c8-519f-40f9-b45e-ae598b8bfdd2,8/12/2024 3:06:47 PM,,LAST,2937,2024-MTBRF-024348,-114.946986879889,45.5029937654912
83318,45.849,-114.367,8/8/2024 6:00:00 AM,Boulder Peak,MT-BRF-024277, ,,NRC,,20240920,74b0bdc6-cb1c-47de-b74b-0bb870164223,7/30/2024 1:33:00 PM,,LAST,136,2024-MTBRF-024277,-114.366986926146,45.8489936800466
83319,45.713,-114.806,8/23/2024 6:00:00 AM,Magruder Ridge,MT-BRF-024390, ,,NRC,,20240920,6e809ec9-b037-4540-8321-1cae1f5360a1,8/19/2024 10:34:00 PM,,LAST,3586,2024-MTBRF-024390,-114.805986866269,45.7129937341643
83320,46.226,-114.844,9/5/2024 6:00:00 AM,Moose Creek Complex,ID-NCF-000819, ,,NRC,,20240920,5a093ab2-a9f6-4cfa-8372-f199c5da64a1,8/30/2024 8:40:00 PM,,LAST,14762,2024-IDNCF-000819,-114.84398675546,46.2259936952813
83322,45.523,-115.878,9/5/2024 6:00:00 AM,Moore Square Complex,ID-NCF-000853,,,NRC,,20240920,eb3ed1f3-0398-43c0-981c-1743ac923688,9/3/2024 11:13:00 PM,,LAST,3673,2024-IDNCF-000853,-115.877986696075,45.5229938541147
83323,46.281,-115.077,9/4/2024 6:00:00 AM,Rhoda,ID-NCF-000821,,,NRC,,20240920,7fb697c4-c2c0-44ae-8a25-9c9707a19835,8/31/2024 12:16:00 AM,,LAST,300,2024-IDNCF-000821,-115.076986698278,46.2809937138533
83324,45.606,-115.623,8/16/2024 6:00:00 AM,Cracker Jack Complex,ID-NCF-000678, ,,NRC,,20240920,ba14f241-7af9-44a2-80b9-89fe0203c0cf,8/12/2024 7:49:00 PM,,LAST,5240,2024-IDNCF-000678,-115.622986728547,45.6059938225058
83327,39.598,-120.216,9/2/2024 6:00:00 AM,Bear,CA-TNF-001251,c,,ONCC,,20240920,98863999-fa09-4779-a393-e69eaf8e4351,9/2/2024 9:09:00 PM,,LAST,3323,2024-CATNF-001251,-120.215986901337,39.5979947349073
83468,43.454,-115.057,9/2/2024 6:00:00 AM,Chimney,ID-EIS-000311, ,,GBC,,20240921,6dc514e6-1783-4e25-9b6d-3589add5e677,9/2/2024 6:57:00 PM,,LAST,6519,2024-IDEIS-000311,-115.056987231402,43.4539939556311
83469,39.305,-119.828,9/7/2024 6:00:00 AM,Davis,NV-TMFX-031010,,,GBC,,20240921,98194093-088b-4c62-aa32-9c215853f039,9/7/2024 9:19:35 PM,,LAST,5824,2024-NVTMFX-031010,-119.827987002716,39.304994729807
83477,44.955,-105.617,9/11/2024 6:00:00 AM,Short Draw,WY-CMX-240531,c,,SWC,,20240921,d5407b54-aaaf-4689-a0ad-5a589db67982,9/11/2024 7:57:00 PM,,LAST,34557,2024-WYCMX-240531,-105.616989006863,44.9549929702821
83481,45.69,-113.111,7/25/2024 6:00:00 AM,Grouse,MT-BDF-246327,,,NRC,,20240921,4168d580-a2a8-4752-9a78-b28968574e5d,7/25/2024 11:10:51 PM,,LAST,6009,2024-MTBDF-246327,-113.110987211116,45.6899935730065
83487,41.251,-123.518,8/9/2024 6:00:00 AM,Boise,CA-SRF-000729,c,,ONCC,,20240921,aaabea8a-0e28-4d8d-bc93-19d27c9ee4bb,8/9/2024 3:50:00 PM,,LAST,12929,2024-CASRF-000729,-123.517986156825,41.250994883214
83685,42.393,-104.817,9/19/2024 6:00:00 AM,Wall,WY-WYS-240553,c,,RMC,,20240922,,,,LAST,310,2024-WYWYS-240553,-104.816989592049,42.392993216147
83983,46.509,-114.184,8/23/2024 6:00:00 AM,Sharrott Creek,MT-BRF-024418, ,,NRC,,20240923,191211cd-e240-43c1-9787-0e1891bb3edc,8/23/2024 9:47:00 PM,,LAST,3204,2024-MTBRF-024418,-114.183986828604,46.5089936066205
83984,45.867,-113.714,8/22/2024 6:00:00 AM,Johnson,MT-BRF-024261, ,,NRC,,20240923,e2e54cdb-3f3e-4820-b140-2f0b4dc45dfc,7/25/2024 11:24:00 PM,,LAST,6687,2024-MTBRF-024261,-113.713987053627,45.8669936152642
83986,46.157,-113.859,8/28/2024 6:00:00 AM,Railroad,MT-BRF-024251, ,,NRC,,20240923,c4f6665d-4946-47c6-92e6-076980a610f6,7/25/2024 2:59:52 PM,,LAST,1007,2024-MTBRF-024251,-113.858986966304,46.156993604337
84142,36.392,-118.765,8/14/2024 6:00:00 AM,Coffee Pot,CA-KNP-000088, ,,OSCC,,20240924,,,,LAST,14104,2024-CAKNP-000088,-118.764987512261,36.3919949284511
84159,48.1825,-120.5308333,6/8/2024 6:00:00 AM,Pioneer,WA-SES-000173,,,NWCC,,20240924,,,,LAST,38730,2024-WASES-000173,-120.530818565042,48.1824941538758
84160,48.679,-121.048,8/10/2024 6:00:00 AM,Ruby,WA-NCP-000285,,,NWCC,,20240924,,,,LAST,1336,2024-WANCP-000285,-121.047985052246,48.6789941840652
84173,40.848,-105.695,9/16/2024 6:00:00 AM,Pearl,CO-LRX-000908,,,RMC,,20240924,,,,LAST,129,2024-COLRX-000908,-105.694989594095,40.8479934822396
84174,44.386,-106.078,9/17/2024 6:00:00 AM,Livingston Draw,WY-JOX-240549,c,,RMC,,20240924,,,,LAST,1400,2024-WYJOX-240549,-106.077988992692,44.3859930750832
84175,42.429,-105.528,9/12/2024 6:00:00 AM,La Bonte,WY-HPD-240536,,,RMC,,20240924,,,,LAST,3506,2024-WYHPD-240536,-105.527989420128,42.4289932667089
84176,43.578,-100.762,9/12/2024 6:00:00 AM,Power Dam Road,SD-RBA-0000049,,,RMC,,20240924,,,,LAST,15320,2024-SDRBA-0000049,-100.761990419136,43.5779927501971
84177,40.17,-108.15,9/14/2024 6:00:00 AM,Tschuddi,CO-WRD-000193,,,RMC,,20240924,,,,LAST,549,2024-COWRD-000193,-108.149989129142,40.1699937495985
84179,34.299,-111.181,9/9/2024 6:00:00 AM,Preacher,AZ-TNF-001595,c,,SWC,,20240924,,,,LAST,3167,2024-AZTNF-001595,-111.180989092192,34.2989947188063
84181,42.787,-103.59,9/20/2024 6:00:00 AM,Bronco,NE-NES-241148,,,RMC,,20240924,,,,LAST,1069,2024-NENES-241148,-103.589989829705,42.7869930709135
84184,43.497,-115.937,9/22/2024 6:00:00 AM,Threepoint,ID-SWS-001201,c,,GBC,,20240924,,,,LAST,762,2024-IDSWS-001201,-115.936987057357,43.4969940311743
84187,34.636,-98.707,9/20/2024 6:00:00 AM,Post Oak ,OK-OKS-240684,c,,SAC,y,20240924,,,,ONLY,973,2024-OKOKS-240684,-98.7069918733843,34.635994011518
84350,44.996,-120.04,9/5/2024 6:00:00 AM,Fossil Complex,OR-953S-024272,c,,NWCC,,20240925,4d841c8f-f197-4ce4-9a08-6e5530c0f544,9/6/2024 1:32:00 AM,,LAST,24446,2024-OR953S-024272,-120.039986051321,44.9959943025427
84947,43.497,-121.102,9/8/2024 6:00:00 AM,Flat Top,OR-DEF-000845, ,,NWCC,,20240926,787caa3f-e493-4208-ac12-e256d4b0d05c,9/7/2024 1:57:00 AM,,LAST,36362,2024-ORDEF-000845,-121.101986156697,43.4969945091427
84948,43.637,-120.972,9/8/2024 6:00:00 AM,Firestone,OR-DEF-000851, ,,NWCC,,20240926,12887d99-59d3-436d-8026-0dd179d695a1,9/7/2024 2:23:00 AM,,LAST,9462,2024-ORDEF-000851,-120.971986152677,43.6369944870755
84952,42.892,-122.863,9/5/2024 6:00:00 AM,Devils Knob,OR-UPF-240402, ,,NWCC,,20240926,ff02cd1a-b0aa-4bfc-b86c-d6e878a13db5,9/5/2024 8:58:59 PM,,LAST,4149,2024-ORUPF-240402,-122.862985987502,42.8919947150775
